DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo
127197,19971109,32069,91512,81799
127297,19971112,72118,15742,83740
127397,19971115,34590,30490,40875
127497,19971116,19040,04883,25724
127597,19971119,22262,16592,00250
127697,19971122,28020,89861,49261
127797,19971123,31363,10790,76905
127897,19971126,19039,69971,36122
127997,19971129,12214,01195,16257
128097,19971130,09171,74081,67943
128197,19971203,16260,42620,28874
128297,19971206,26808,77498,70005
128397,19971207,90829,82920,11337
128497,19971210,80903,53444,27040
128597,19971213,96129,82666,42682
128697,19971214,56877,77891,14437
128797,19971217,72905,26723,18947
128897,19971220,46570,98046,76130
128997,19971221,39483,09626,43260
129097,19971224,63930,16639,85309
129197,19971227,83624,36543,43496
129297,19971228,45317,03096,47961
129397,19971231,46491,26425,55265
129498,19980103,36227,54996,90211
129598,19980104,64603,97095,04484
129698,19980107,79041,89598,58645
129798,19980110,27364,18126,23495
129898,19980111,69620,52874,24903
129998,19980114,37459,00787,33738
130098,19980117,73594,73673,35193
130198,19980118,40896,60389,44322
130298,19980121,85011,28932,85816
130398,19980124,72734,09873,95763
130498,19980125,53908,43690,09286
130598,19980128,00619,57265,06733
130698,19980131,16585,67669,79439
130798,19980201,44485,18150,93326
130898,19980204,23857,03949,17360
130998,19980207,18422,76052,44736
131098,19980208,86354,96719,27702
131198,19980211,93894,85199,23698
131298,19980214,98709,41372,85887
131398,19980215,59461,81494,89784
131498,19980218,25444,62470,65458
131598,19980221,85494,35878,29364
131698,19980222,27389,33915,57955
131798,19980225,93579,71175,11893
131898,19980228,08248,05888,93149
131998,19980301,47802,02990,13321
132098,19980304,47904,49196,21083
132198,19980307,59824,21691,76818
132298,19980308,42481,32196,25919
132398,19980311,07672,92341,41546
132498,19980314,81703,98656,60078
132598,19980315,07090,90833,60648
132698,19980318,74448,54798,11104
132798,19980321,03980,77364,80308
132898,19980322,36420,05008,86415
132998,19980325,82162,79971,59648
133098,19980328,28175,29237,19974
133198,19980329,33028,83286,51641
133298,19980401,80331,70006,30582
133398,19980404,53485,42962,69843
133498,19980405,65604,21130,23277
133598,19980408,60161,14616,46799
133698,19980411,09620,51875,91505
133798,19980412,85665,18005,74270
133898,19980415,72494,52015,91615
133998,19980418,88953,90403,63812
134098,19980419,21258,41339,48260
134198,19980422,80985,24427,41410
134298,19980425,83315,32153,09504
134398,19980426,55292,26209,26429
134498,19980429,39314,25806,50077
134598,19980502,40328,62614,28128
134698,19980503,76572,55504,85899
134798,19980506,71944,77137,29980
134898,19980509,27656,35645,59622
134998,19980510,20215,59835,10404
135098,19980513,53676,02723,65151
135198,19980516,82942,31734,15363
135298,19980517,37014,24334,45727
135398,19980520,63317,52916,32348
135498,19980523,09572,03821,11926
135598,19980524,52982,44709,54678
135698,19980527,42239,79338,35397
135798,19980530,23926,84954,00508
135898,19980531,50902,99031,06964
135998,19980603,53767,87326,36222
136098,19980606,01014,21933,86205
136198,19980607,16385,78620,69945
136298,19980610,42820,70032,21611
136398,19980613,40604,27930,04657
136498,19980614,59195,84818,51810
136598,19980617,73862,17262,52793
136698,19980620,48609,46034,61460
136798,19980621,42090,44576,64366
136898,19980624,48481,90948,52459
136998,19980627,59857,85838,85146
137098,19980628,09855,62730,39257
137198,19980701,60902,70994,78743
137298,19980704,71779,89055,15324
137398,19980705,42480,30734,11814
137498,19980708,68842,35557,50272
137598,19980711,91254,34668,65718
137698,19980712,35063,72539,55603
137798,19980715,34956,65533,15625
137898,19980718,21506,46842,98335
137998,19980719,78124,59149,26171
138098,19980722,46462,38654,76663
138198,19980725,96326,72785,62704
138298,19980726,30960,36653,92258
138398,19980729,35311,72665,53530
138498,19980801,33201,05681,74757
138598,19980802,61273,28095,29326
138698,19980805,30126,98578,19415
138798,19980808,54149,14520,95878
138898,19980809,52938,59317,84653
138998,19980812,73932,50149,22867
139098,19980815,65418,12326,66265
139198,19980816,50736,07447,96529
139298,19980819,15931,25374,33106
139398,19980822,13693,55831,06194
139498,19980823,43312,02254,89286
139598,19980826,70334,03683,02928
139698,19980829,05771,53584,92653
139798,19980830,95456,77718,89852
139898,19980902,68402,11438,66227
139998,19980905,56535,70893,04719
140098,19980906,99441,90286,46149
140198,19980909,72858,57619,53879
140298,19980912,51538,20046,41785
140398,19980913,22892,14617,39877
140498,19980916,03871,91652,37773
140598,19980919,41682,82872,48585
140698,19980920,06309,11996,16732
140798,19980923,29590,67053,88929
140898,19980926,46952,50669,31202
140998,19980927,49900,25026,69772
141098,19980930,30439,29079,94129
141198,19981001,13137,19088,05018
141298,19981003,55806,85076,12477
141398,19981004,64017,75544,35768
141498,19981007,34069,40587,08620
141598,19981010,01314,49273,59229
141698,19981011,61246,90597,56001
141798,19981014,56542,99565,38810
141898,19981017,11220,67855,96032
141998,19981018,67530,68073,55439
142098,19981021,87814,75416,66656
142198,19981024,84692,92525,08558
142298,19981025,93682,84780,07680
142398,19981028,22964,00210,22278
142498,19981031,96030,44279,72871
142598,19981101,28453,08867,73252
142698,19981104,42539,90834,80931
142798,19981107,17877,43020,39993
142898,19981108,38409,85956,75984
142998,19981111,26114,50595,42584
143098,19981112,43974,27468,85620
143198,19981114,52885,37720,23504
143298,19981115,01033,80126,60331
143398,19981118,32470,79434,97465
143498,19981121,75847,48036,10574
143598,19981122,22009,34318,94212
143698,19981125,86374,40577,85715
143798,19981128,72442,74352,55920
143898,19981129,17185,49133,41498
143998,19981202,49228,56791,05361
144098,19981205,61413,72058,47864
144198,19981206,04497,11429,08533
144298,19981209,83728,27208,09096
144398,19981212,21204,19987,45223
144498,19981213,16931,00186,58028
144598,19981216,63449,79182,65080
144698,19981219,85443,14559,81005
144798,19981220,75077,60869,31703
144898,19981223,76056,27549,22714
144998,19981226,08101,45086,93398
145098,19981227,17440,30959,35689
145198,19981230,01488,70182,15777
145299,19990102,87792,70704,09373
145399,19990103,48738,86027,06630
145499,19990106,69502,90768,55130
145599,19990109,42242,49428,46424
145699,19990110,78013,24996,97392
145799,19990113,34617,55218,30166
145899,19990116,00837,34600,54381
145999,19990117,77217,37398,57878
146099,19990120,01175,78565,64194
146199,19990123,15659,21608,37261
146299,19990124,64309,23818,09237
146399,19990127,70707,77356,18000
146499,19990130,06685,33426,33100
146599,19990131,82006,57234,84383
146699,19990203,25906,29781,21596
146799,19990206,10031,02008,57007
146899,19990207,79017,58982,78540
146999,19990210,63453,09759,32743
147099,19990213,14085,87156,02690
147199,19990214,01117,76579,24021
147299,19990217,81729,82220,99361
147399,19990220,10859,73221,42324
147499,19990221,69493,08162,01997
147599,19990224,57212,80213,62130
147699,19990227,89908,86456,06290
147799,19990228,95284,59527,66750
147899,19990302,62541,51579,20420
147999,19990303,70754,35480,52745
148099,19990306,49024,84287,43436
148199,19990307,21611,81892,47207
148399,19990310,63069,93769,25785
148299,19990313,97809,03924,62614
148499,19990314,39027,48547,41487
148599,19990317,91302,05728,42402
148699,19990320,84731,70241,86414
148799,19990321,75790,89328,28115
148899,19990324,48109,15327,57011
148999,19990327,12288,51601,56928
149099,19990328,44025,90776,95220
149199,19990331,64626,21014,66581
149299,19990403,13515,26607,38606
149399,19990404,36285,34022,41283
149499,19990407,05873,38477,68616
149599,19990410,35612,47072,73203
149699,19990411,14590,07222,23556
149799,19990414,91380,28857,64496
149899,19990417,34272,89718,15682
149999,19990418,93124,20331,69208
150099,19990421,27971,21655,57977
150199,19990424,86910,65898,46258
150299,19990425,23183,64480,47122
150399,19990427,85254,17162,13189
150499,19990428,12042,05425,83675
150599,19990501,70529,66935,33099
150699,19990502,57851,05092,17355
150799,19990505,96345,01248,38287
150899,19990508,92841,02077,38246
150999,19990509,31611,18024,59623
151099,19990511,84746,38424,04921
151199,19990512,18429,27112,35724
151299,19990515,29991,39473,12146
151399,19990516,30462,44433,70863
151499,19990519,76712,18068,75848
151599,19990522,86453,85057,04290
151699,19990523,71987,58782,59444
151799,19990526,46486,40826,32327
151899,19990529,41114,18035,72333
151999,19990530,80078,06458,59267
152099,19990602,73283,91763,97662
152199,19990605,09710,08260,48114
152299,19990606,72063,08502,87076
152399,19990609,99111,03592,75687
152499,19990612,86387,86681,50746
152599,19990613,49800,57066,48249
152699,19990615,73392,57905,10914
152799,19990616,20993,26243,14553
152899,19990619,34572,09566,83875
152999,19990620,88461,74819,67526
153099,19990623,91186,97492,96831
153199,19990626,41127,60349,27984
153299,19990627,97205,46915,04204
153399,19990630,29336,62002,60767
153499,19990703,20226,66663,40118
153599,19990704,89133,35262,34869
153699,19990706,61402,73789,75737
153799,19990707,26172,58271,23788
153899,19990710,72755,63413,58477
153999,19990711,99973,30970,97971
154099,19990714,59486,07505,13064
154199,19990717,61242,47121,54036
154299,19990718,57438,64159,21949
154399,19990721,19642,89796,66142
154499,19990724,58975,45748,41290
154599,19990725,94463,37574,99447
154699,19990728,24208,30271,65186
154799,19990731,78649,48908,39705
154899,19990801,69561,72042,83168
154999,19990803,23965,85038,68847
155099,19990804,69746,44129,33910
155199,19990807,71662,87933,38811
155299,19990808,50634,16673,60315
155399,19990811,02793,16523,66187
155499,19990814,17311,11169,39436
155599,19990815,72300,07740,32435
155699,19990818,33569,72670,15922
155799,19990821,79722,81000,99029
155899,19990822,24033,46744,57993
155999,19990825,41016,43465,12998
156099,19990828,24372,76247,10168
156199,19990829,27815,30456,54282
156299,19990901,07837,59613,75168
156399,19990904,27950,08915,32296
156499,19990905,26985,28106,11347
156599,19990908,16850,94421,98778
156699,19990911,59229,57918,27783
156799,19990912,01144,03613,42094
156899,19990915,30817,95647,82799
156999,19990918,76136,31588,36582
157099,19990919,97368,87313,75601
157199,19990921,58050,51550,87485
157299,19990922,82014,84589,92147
157399,19990925,96960,48861,08689
157499,19990926,35191,38714,38561
157599,19990929,51255,31464,94132
157699,19991002,89433,69553,04253
157799,19991003,66148,96153,21773
157899,19991006,09288,33934,64100
157999,19991009,36434,35766,26987
158099,19991010,56976,16232,18035
158199,19991013,29568,63291,48436
158299,19991016,06779,63859,99904
158399,19991017,19863,49933,80805
158499,19991020,97331,02518,40743
158599,19991023,49260,21924,54109
158699,19991024,92306,29318,67939
158799,19991027,98986,98256,56347
158899,19991030,58338,35005,24886
158999,19991031,75968,25764,60787
159099,19991102,06806,20912,26807
159199,19991103,87473,07702,17211
159299,19991106,73612,62899,19836
159399,19991107,72331,31380,79919
159499,19991110,09761,55589,38439
159599,19991113,05429,71613,84730
159699,19991114,68577,02292,19838
159799,19991117,29674,59967,63706
159899,19991120,17742,66921,36378
159999,19991121,13787,47162,23515
160099,19991124,24403,76080,10465
160199,19991127,16234,82345,86319
160299,19991128,97625,69608,79334
160399,19991201,88670,20007,92876
160499,19991204,73963,05854,20959
160599,19991205,09226,09484,94276
160699,19991208,32439,46713,90960
160799,19991211,23077,35963,51456
160899,19991212,70813,25937,78248
160999,19991215,72777,92537,50276
161099,19991218,20386,56325,91858
161199,19991219,28459,21943,59695
161299,19991222,89481,16469,85168
161399,19991225,11428,95537,65345
161499,19991226,79459,66447,41733
161599,19991229,64954,34326,96775
161600,20000101,46474,35029,19834
161700,20000102,32717,55012,50254
161800,20000105,78838,05235,47972
161900,20000108,93634,17017,24106
162000,20000109,79715,31908,99798
162100,20000112,08046,66280,84638
162200,20000115,23102,67076,40733
162300,20000116,16234,42281,56333
162400,20000119,33263,74196,09249
162500,20000122,02628,50911,79150
162600,20000123,21058,25008,68021
162700,20000126,35394,29880,28908
162800,20000129,96534,63748,07757
162900,20000130,14036,56895,60110
163000,20000202,03304,40259,55027
163100,20000205,09255,85998,52690
163200,20000206,91480,83989,59768
163300,20000208,60650,22413,28915
163400,20000209,38033,77922,35916
163500,20000212,80588,29809,04909
163600,20000213,01455,62279,26099
163700,20000216,51094,98817,84670
163800,20000219,08609,24570,51018
163900,20000220,39485,04467,60335
164000,20000223,93889,69632,02391
164100,20000226,78943,98954,61770
164200,20000227,25861,69290,76710
164300,20000301,58250,24505,42309
164400,20000304,52807,91504,99872
164500,20000305,71471,42672,39267
164600,20000307,05152,26651,96873
164700,20000308,30677,44158,41510
164800,20000311,29823,58075,71623
164900,20000312,99503,08495,06927
165000,20000315,71187,32428,84025
165100,20000318,05278,56238,23076
165200,20000319,01192,96256,17087
165300,20000322,82761,12221,79515
165400,20000325,16295,20649,98856
165500,20000326,65564,95128,92191
165600,20000329,56356,60260,70549
165700,20000401,05621,52576,59127
165800,20000402,67132,10894,35843
165900,20000405,79630,03189,02781
166000,20000408,08539,45193,37272
166100,20000409,59266,20261,36430
166200,20000412,23783,10210,82757
166300,20000415,03000,90306,54036
166400,20000416,63108,81043,62381
166500,20000419,89989,34214,58377
166600,20000422,61061,88762,77291
166700,20000423,35693,07629,37060
166800,20000426,64518,12940,49785
166900,20000429,97289,59314,38595
167000,20000430,32905,46541,58449
167100,20000502,69646,81379,46128
167200,20000503,50168,36768,88477
167300,20000506,51810,22591,40171
167400,20000507,13356,54850,84387
167500,20000510,91723,39216,96084
167600,20000513,13138,70520,51970
167700,20000514,57520,64194,49144
167800,20000517,36784,27325,24412
167900,20000520,24626,04129,26696
168000,20000521,47581,76093,25028
168100,20000524,15724,38033,69243
168200,20000527,65535,67972,33506
168300,20000528,67823,01225,64932
168400,20000531,90850,10387,35131
168500,20000603,34832,56366,58077
168600,20000604,00312,51290,85543
168700,20000607,61140,61138,21157
168800,20000610,11842,58994,46356
168900,20000611,17438,56908,23655
169000,20000614,33733,43669,54110
169100,20000617,51934,33232,88687
